# time (s)	h_+ (strain)	h_x (strain)
-0.771162817	1.388077e-22	3.160653e-22
-0.771101782	1.461273e-22	3.118495e-22
-0.771040746	1.533051e-22	3.074769e-22
-0.770979711	1.603383e-22	3.029522e-22
-0.770918676	1.672245e-22	2.982803e-22
-0.770857641	1.739612e-22	2.934659e-22
-0.770796606	1.805463e-22	2.885138e-22
-0.770735571	1.869777e-22	2.834289e-22
-0.770674536	1.932534e-22	2.782158e-22
-0.770613500	1.993717e-22	2.728794e-22
-0.770552465	2.053308e-22	2.674245e-22
-0.770491430	2.111292e-22	2.618558e-22
-0.770430395	2.167656e-22	2.561779e-22
-0.770369360	2.222387e-22	2.503957e-22
-0.770308325	2.275474e-22	2.445137e-22
-0.770247289	2.326905e-22	2.385367e-22
-0.770186254	2.376673e-22	2.324692e-22
-0.770125219	2.424769e-22	2.263159e-22
-0.770064184	2.471187e-22	2.200813e-22
-0.770003149	2.515921e-22	2.137699e-22
-0.769942114	2.558967e-22	2.073862e-22
-0.769881079	2.600322e-22	2.009346e-22
-0.769820043	2.639983e-22	1.944195e-22
-0.769759008	2.677949e-22	1.878452e-22
-0.769697973	2.714220e-22	1.812161e-22
-0.769636938	2.748797e-22	1.745364e-22
-0.769575903	2.781681e-22	1.678103e-22
-0.769514868	2.812874e-22	1.610419e-22
-0.769453832	2.842381e-22	1.542354e-22
-0.769392797	2.870205e-22	1.473948e-22
-0.769331762	2.896351e-22	1.405241e-22
-0.769270727	2.920827e-22	1.336271e-22
-0.769209692	2.943637e-22	1.267079e-22
-0.769148657	2.964791e-22	1.197701e-22
-0.769087621	2.984295e-22	1.128176e-22
-0.769026586	3.002160e-22	1.058541e-22
-0.768965551	3.018394e-22	9.888315e-23
-0.768904516	3.033009e-22	9.190842e-23
-0.768843481	3.046014e-22	8.493339e-23
-0.768782446	3.057422e-22	7.796154e-23
-0.768721411	3.067245e-22	7.099625e-23
-0.768660375	3.075495e-22	6.404086e-23
-0.768599340	3.082186e-22	5.709866e-23
-0.768538305	3.087331e-22	5.017284e-23
-0.768477270	3.090946e-22	4.326658e-23
-0.768416235	3.093044e-22	3.638295e-23
-0.768355200	3.093641e-22	2.952498e-23
-0.768294164	3.092754e-22	2.269564e-23
-0.768233129	3.090397e-22	1.589782e-23
-0.768172094	3.086588e-22	9.134367e-24
-0.768111059	3.081344e-22	2.408053e-24
-0.768050024	3.074681e-22	-4.278403e-24
-0.767988989	3.066619e-22	-1.092235e-23
-0.767927954	3.057175e-22	-1.752119e-23
-0.767866918	3.046366e-22	-2.407241e-23
-0.767805883	3.034213e-22	-3.057352e-23
-0.767744848	3.020734e-22	-3.702212e-23
-0.767683813	3.005948e-22	-4.341586e-23
-0.767622778	2.989875e-22	-4.975247e-23
-0.767561743	2.972534e-22	-5.602969e-23
-0.767500707	2.953947e-22	-6.224538e-23
-0.767439672	2.934132e-22	-6.839742e-23
-0.767378637	2.913110e-22	-7.448375e-23
-0.767317602	2.890902e-22	-8.050239e-23
-0.767256567	2.867529e-22	-8.645139e-23
-0.767195532	2.843012e-22	-9.232888e-23
-0.767134496	2.817372e-22	-9.813304e-23
-0.767073461	2.790629e-22	-1.038621e-22
-0.767012426	2.762806e-22	-1.095143e-22
-0.766951391	2.733924e-22	-1.150881e-22
-0.766890356	2.704005e-22	-1.205818e-22
-0.766829321	2.673070e-22	-1.259939e-22
-0.766768286	2.641141e-22	-1.313229e-22
-0.766707250	2.608240e-22	-1.365673e-22
-0.766646215	2.574389e-22	-1.417257e-22
-0.766585180	2.539609e-22	-1.467969e-22
-0.766524145	2.503924e-22	-1.517795e-22
-0.766463110	2.467354e-22	-1.566722e-22
-0.766402075	2.429922e-22	-1.614740e-22
-0.766341039	2.391650e-22	-1.661836e-22
-0.766280004	2.352561e-22	-1.707999e-22
-0.766218969	2.312675e-22	-1.753220e-22
-0.766157934	2.272016e-22	-1.797488e-22
-0.766096899	2.230606e-22	-1.840793e-22
-0.766035864	2.188466e-22	-1.883127e-22
-0.765974829	2.145618e-22	-1.924481e-22
-0.765913793	2.102086e-22	-1.964847e-22
-0.765852758	2.057889e-22	-2.004217e-22
-0.765791723	2.013051e-22	-2.042583e-22
-0.765730688	1.967594e-22	-2.079939e-22
-0.765669653	1.921539e-22	-2.116279e-22
-0.765608618	1.874907e-22	-2.151596e-22
-0.765547582	1.827721e-22	-2.185885e-22
-0.765486547	1.780003e-22	-2.219140e-22
-0.765425512	1.731773e-22	-2.251357e-22
-0.765364477	1.683053e-22	-2.282531e-22
-0.765303442	1.633865e-22	-2.312658e-22
-0.765242407	1.584230e-22	-2.341735e-22
-0.765181371	1.534169e-22	-2.369757e-22
-0.765120336	1.483703e-22	-2.396723e-22
-0.765059301	1.432853e-22	-2.422630e-22
-0.764998266	1.381640e-22	-2.447474e-22
-0.764937231	1.330084e-22	-2.471255e-22
-0.764876196	1.278207e-22	-2.493971e-22
-0.764815161	1.226028e-22	-2.515621e-22
-0.764754125	1.173569e-22	-2.536203e-22
-0.764693090	1.120850e-22	-2.555718e-22
-0.764632055	1.067889e-22	-2.574164e-22
-0.764571020	1.014709e-22	-2.591542e-22
-0.764509985	9.613283e-23	-2.607853e-22
-0.764448950	9.077668e-23	-2.623096e-22
-0.764387914	8.540442e-23	-2.637274e-22
-0.764326879	8.001801e-23	-2.650387e-22
-0.764265844	7.461937e-23	-2.662437e-22
-0.764204809	6.921042e-23	-2.673425e-22
-0.764143774	6.379307e-23	-2.683355e-22
-0.764082739	5.836921e-23	-2.692227e-22
-0.764021704	5.294072e-23	-2.700045e-22
-0.763960668	4.750946e-23	-2.706813e-22
-0.763899633	4.207727e-23	-2.712532e-22
-0.763838598	3.664599e-23	-2.717207e-22
-0.763777563	3.121743e-23	-2.720840e-22
-0.763716528	2.579339e-23	-2.723437e-22
-0.763655493	2.037566e-23	-2.725001e-22
-0.763594457	1.496601e-23	-2.725537e-22
-0.763533422	9.566182e-24	-2.725050e-22
-0.763472387	4.177920e-24	-2.723543e-22
-0.763411352	-1.197056e-24	-2.721023e-22
-0.763350317	-6.557039e-24	-2.717495e-22
-0.763289282	-1.190034e-23	-2.712964e-22
-0.763228246	-1.722528e-23	-2.707437e-22
-0.763167211	-2.253021e-23	-2.700918e-22
-0.763106176	-2.781348e-23	-2.693415e-22
-0.763045141	-3.307348e-23	-2.684933e-22
-0.762984106	-3.830858e-23	-2.675480e-22
-0.762923071	-4.351720e-23	-2.665061e-22
-0.762862036	-4.869777e-23	-2.653685e-22
-0.762801000	-5.384873e-23	-2.641359e-22
-0.762739965	-5.896853e-23	-2.628089e-22
-0.762678930	-6.405565e-23	-2.613883e-22
-0.762617895	-6.910858e-23	-2.598749e-22
-0.762556860	-7.412582e-23	-2.582695e-22
-0.762495825	-7.910590e-23	-2.565730e-22
-0.762434789	-8.404736e-23	-2.547860e-22
-0.762373754	-8.894875e-23	-2.529096e-22
-0.762312719	-9.380865e-23	-2.509445e-22
-0.762251684	-9.862565e-23	-2.488916e-22
-0.762190649	-1.033984e-22	-2.467518e-22
-0.762129614	-1.081254e-22	-2.445261e-22
-0.762068579	-1.128054e-22	-2.422153e-22
-0.762007543	-1.174371e-22	-2.398204e-22
-0.761946508	-1.220190e-22	-2.373424e-22
-0.761885473	-1.265499e-22	-2.347822e-22
-0.761824438	-1.310286e-22	-2.321409e-22
-0.761763403	-1.354536e-22	-2.294193e-22
-0.761702368	-1.398238e-22	-2.266186e-22
-0.761641332	-1.441380e-22	-2.237398e-22
-0.761580297	-1.483948e-22	-2.207839e-22
-0.761519262	-1.525931e-22	-2.177520e-22
-0.761458227	-1.567317e-22	-2.146452e-22
-0.761397192	-1.608095e-22	-2.114645e-22
-0.761336157	-1.648252e-22	-2.082110e-22
-0.761275121	-1.687777e-22	-2.048859e-22
-0.761214086	-1.726659e-22	-2.014904e-22
-0.761153051	-1.764887e-22	-1.980254e-22
-0.761092016	-1.802450e-22	-1.944923e-22
-0.761030981	-1.839337e-22	-1.908921e-22
-0.760969946	-1.875538e-22	-1.872260e-22
-0.760908911	-1.911042e-22	-1.834953e-22
-0.760847875	-1.945839e-22	-1.797012e-22
-0.760786840	-1.979919e-22	-1.758447e-22
-0.760725805	-2.013271e-22	-1.719273e-22
-0.760664770	-2.045888e-22	-1.679501e-22
-0.760603735	-2.077758e-22	-1.639144e-22
-0.760542700	-2.108872e-22	-1.598215e-22
-0.760481664	-2.139222e-22	-1.556725e-22
-0.760420629	-2.168797e-22	-1.514689e-22
-0.760359594	-2.197590e-22	-1.472119e-22
-0.760298559	-2.225592e-22	-1.429028e-22
-0.760237524	-2.252793e-22	-1.385430e-22
-0.760176489	-2.279187e-22	-1.341337e-22
-0.760115454	-2.304763e-22	-1.296764e-22
-0.760054418	-2.329516e-22	-1.251723e-22
-0.759993383	-2.353436e-22	-1.206229e-22
-0.759932348	-2.376516e-22	-1.160296e-22
-0.759871313	-2.398749e-22	-1.113936e-22
-0.759810278	-2.420128e-22	-1.067164e-22
-0.759749243	-2.440644e-22	-1.019995e-22
-0.759688207	-2.460292e-22	-9.724422e-23
-0.759627172	-2.479065e-22	-9.245200e-23
-0.759566137	-2.496955e-22	-8.762429e-23
-0.759505102	-2.513958e-22	-8.276255e-23
-0.759444067	-2.530066e-22	-7.786823e-23
-0.759383032	-2.545273e-22	-7.294279e-23
-0.759321996	-2.559574e-22	-6.798774e-23
-0.759260961	-2.572964e-22	-6.300455e-23
-0.759199926	-2.585436e-22	-5.799472e-23
-0.759138891	-2.596985e-22	-5.295977e-23
-0.759077856	-2.607607e-22	-4.790121e-23
-0.759016821	-2.617296e-22	-4.282057e-23
-0.758955786	-2.626048e-22	-3.771940e-23
-0.758894750	-2.633859e-22	-3.259923e-23
-0.758833715	-2.640724e-22	-2.746164e-23
-0.758772680	-2.646639e-22	-2.230818e-23
-0.758711645	-2.651600e-22	-1.714043e-23
-0.758650610	-2.655604e-22	-1.195997e-23
-0.758589575	-2.658647e-22	-6.768405e-24
-0.758528539	-2.660726e-22	-1.567332e-24
-0.758467504	-2.661837e-22	3.641638e-24
-0.758406469	-2.661979e-22	8.856883e-24
-0.758345434	-2.661148e-22	1.407678e-23
-0.758284399	-2.659343e-22	1.929968e-23
-0.758223364	-2.656560e-22	2.452395e-23
-0.758162329	-2.652799e-22	2.974793e-23
-0.758101293	-2.648056e-22	3.496996e-23
-0.758040258	-2.642331e-22	4.018837e-23
-0.757979223	-2.635623e-22	4.540148e-23
-0.757918188	-2.627931e-22	5.060760e-23
-0.757857153	-2.619252e-22	5.580505e-23
-0.757796118	-2.609588e-22	6.099212e-23
-0.757735082	-2.598938e-22	6.616710e-23
-0.757674047	-2.587302e-22	7.132828e-23
-0.757613012	-2.574679e-22	7.647393e-23
-0.757551977	-2.561070e-22	8.160234e-23
-0.757490942	-2.546476e-22	8.671175e-23
-0.757429907	-2.530898e-22	9.180044e-23
-0.757368871	-2.514337e-22	9.686665e-23
-0.757307836	-2.496793e-22	1.019086e-22
-0.757246801	-2.478270e-22	1.069246e-22
-0.757185766	-2.458769e-22	1.119128e-22
-0.757124731	-2.438292e-22	1.168715e-22
-0.757063696	-2.416841e-22	1.217989e-22
-0.757002661	-2.394419e-22	1.266932e-22
-0.756941625	-2.371030e-22	1.315526e-22
-0.756880590	-2.346676e-22	1.363753e-22
-0.756819555	-2.321362e-22	1.411596e-22
-0.756758520	-2.295090e-22	1.459036e-22
-0.756697485	-2.267865e-22	1.506055e-22
-0.756636450	-2.239692e-22	1.552636e-22
-0.756575414	-2.210575e-22	1.598759e-22
-0.756514379	-2.180520e-22	1.644408e-22
-0.756453344	-2.149531e-22	1.689563e-22
-0.756392309	-2.117614e-22	1.734208e-22
-0.756331274	-2.084776e-22	1.778322e-22
-0.756270239	-2.051022e-22	1.821889e-22
-0.756209204	-2.016359e-22	1.864890e-22
-0.756148168	-1.980795e-22	1.907307e-22
-0.756087133	-1.944335e-22	1.949121e-22
-0.756026098	-1.906988e-22	1.990314e-22
-0.755965063	-1.868762e-22	2.030869e-22
-0.755904028	-1.829665e-22	2.070766e-22
-0.755842993	-1.789705e-22	2.109988e-22
-0.755781957	-1.748892e-22	2.148517e-22
-0.755720922	-1.707234e-22	2.186334e-22
-0.755659887	-1.664742e-22	2.223421e-22
-0.755598852	-1.621425e-22	2.259760e-22
-0.755537817	-1.577293e-22	2.295333e-22
-0.755476782	-1.532357e-22	2.330121e-22
-0.755415746	-1.486629e-22	2.364108e-22
-0.755354711	-1.440120e-22	2.397275e-22
-0.755293676	-1.392841e-22	2.429604e-22
-0.755232641	-1.344804e-22	2.461077e-22
-0.755171606	-1.296023e-22	2.491677e-22
-0.755110571	-1.246510e-22	2.521386e-22
-0.755049536	-1.196279e-22	2.550187e-22
-0.754988500	-1.145342e-22	2.578061e-22
-0.754927465	-1.093715e-22	2.604992e-22
-0.754866430	-1.041412e-22	2.630963e-22
-0.754805395	-9.884477e-23	2.655955e-22
-0.754744360	-9.348373e-23	2.679953e-22
-0.754683325	-8.805967e-23	2.702939e-22
-0.754622289	-8.257419e-23	2.724897e-22
-0.754561254	-7.702897e-23	2.745810e-22
-0.754500219	-7.142568e-23	2.765661e-22
-0.754439184	-6.576609e-23	2.784434e-22
-0.754378149	-6.005196e-23	2.802114e-22
-0.754317114	-5.428512e-23	2.818684e-22
-0.754256079	-4.846744e-23	2.834128e-22
-0.754195043	-4.260083e-23	2.848431e-22
-0.754134008	-3.668724e-23	2.861578e-22
-0.754072973	-3.072867e-23	2.873553e-22
-0.754011938	-2.472716e-23	2.884342e-22
-0.753950903	-1.868480e-23	2.893930e-22
-0.753889868	-1.260371e-23	2.902302e-22
-0.753828832	-6.486075e-24	2.909445e-22
-0.753767797	-3.341111e-25	2.915344e-22
-0.753706762	5.849919e-24	2.919987e-22
-0.753645727	1.206371e-23	2.923359e-22
-0.753584692	1.830490e-23	2.925449e-22
-0.753523657	2.457110e-23	2.926243e-22
-0.753462621	3.085986e-23	2.925728e-22
-0.753401586	3.716870e-23	2.923894e-22
-0.753340551	4.349509e-23	2.920728e-22
-0.753279516	4.983643e-23	2.916219e-22
-0.753218481	5.619012e-23	2.910357e-22
-0.753157446	6.255349e-23	2.903131e-22
-0.753096411	6.892382e-23	2.894531e-22
-0.753035375	7.529835e-23	2.884547e-22
-0.752974340	8.167429e-23	2.873171e-22
-0.752913305	8.804879e-23	2.860393e-22
-0.752852270	9.441897e-23	2.846206e-22
-0.752791235	1.007819e-22	2.830601e-22
-0.752730200	1.071345e-22	2.813572e-22
-0.752669164	1.134740e-22	2.795112e-22
-0.752608129	1.197970e-22	2.775215e-22
-0.752547094	1.261007e-22	2.753875e-22
-0.752486059	1.323818e-22	2.731086e-22
-0.752425024	1.386371e-22	2.706846e-22
-0.752363989	1.448635e-22	2.681149e-22
-0.752302954	1.510576e-22	2.653993e-22
-0.752241918	1.572162e-22	2.625375e-22
-0.752180883	1.633359e-22	2.595294e-22
-0.752119848	1.694133e-22	2.563747e-22
-0.752058813	1.754450e-22	2.530734e-22
-0.751997778	1.814275e-22	2.496256e-22
-0.751936743	1.873575e-22	2.460313e-22
-0.751875707	1.932312e-22	2.422908e-22
-0.751814672	1.990452e-22	2.384041e-22
-0.751753637	2.047960e-22	2.343717e-22
-0.751692602	2.104798e-22	2.301940e-22
-0.751631567	2.160931e-22	2.258713e-22
-0.751570532	2.216321e-22	2.214044e-22
-0.751509496	2.270931e-22	2.167938e-22
-0.751448461	2.324725e-22	2.120402e-22
-0.751387426	2.377665e-22	2.071445e-22
-0.751326391	2.429713e-22	2.021077e-22
-0.751265356	2.480831e-22	1.969306e-22
-0.751204321	2.530981e-22	1.916145e-22
-0.751143286	2.580125e-22	1.861605e-22
-0.751082250	2.628225e-22	1.805698e-22
-0.751021215	2.675242e-22	1.748440e-22
-0.750960180	2.721137e-22	1.689845e-22
-0.750899145	2.765871e-22	1.629929e-22
-0.750838110	2.809407e-22	1.568710e-22
-0.750777075	2.851704e-22	1.506205e-22
-0.750716039	2.892725e-22	1.442433e-22
-0.750655004	2.932430e-22	1.377416e-22
-0.750593969	2.970782e-22	1.311175e-22
-0.750532934	3.007740e-22	1.243731e-22
-0.750471899	3.043267e-22	1.175110e-22
-0.750410864	3.077325e-22	1.105336e-22
-0.750349829	3.109875e-22	1.034435e-22
-0.750288793	3.140878e-22	9.624354e-23
-0.750227758	3.170298e-22	8.893649e-23
-0.750166723	3.198097e-22	8.152536e-23
-0.750105688	3.224237e-22	7.401326e-23
-0.750044653	3.248682e-22	6.640343e-23
-0.749983618	3.271394e-22	5.869922e-23
-0.749922582	3.292339e-22	5.090414e-23
-0.749861547	3.311480e-22	4.302179e-23
-0.749800512	3.328782e-22	3.505594e-23
-0.749739477	3.344211e-22	2.701046e-23
-0.749678442	3.357732e-22	1.888937e-23
-0.749617407	3.369312e-22	1.069679e-23
-0.749556371	3.378919e-22	2.436999e-24
-0.749495336	3.386520e-22	-5.885594e-24
-0.749434301	3.392084e-22	-1.426645e-23
-0.749373266	3.395581e-22	-2.270088e-23
-0.749312231	3.396981e-22	-3.118410e-23
-0.749251196	3.396255e-22	-3.971116e-23
-0.749190161	3.393376e-22	-4.827699e-23
-0.749129125	3.388316e-22	-5.687642e-23
-0.749068090	3.381051e-22	-6.550410e-23
-0.749007055	3.371556e-22	-7.415459e-23
-0.748946020	3.359806e-22	-8.282229e-23
-0.748884985	3.345781e-22	-9.150148e-23
-0.748823950	3.329460e-22	-1.001863e-22
-0.748762914	3.310822e-22	-1.088709e-22
-0.748701879	3.289850e-22	-1.175490e-22
-0.748640844	3.266527e-22	-1.262146e-22
-0.748579809	3.240838e-22	-1.348613e-22
-0.748518774	3.212769e-22	-1.434826e-22
-0.748457739	3.182309e-22	-1.520720e-22
-0.748396704	3.149446e-22	-1.606229e-22
-0.748335668	3.114174e-22	-1.691285e-22
-0.748274633	3.076484e-22	-1.775819e-22
-0.748213598	3.036372e-22	-1.859762e-22
-0.748152563	2.993835e-22	-1.943043e-22
-0.748091528	2.948872e-22	-2.025590e-22
-0.748030493	2.901484e-22	-2.107333e-22
-0.747969457	2.851675e-22	-2.188196e-22
-0.747908422	2.799449e-22	-2.268108e-22
-0.747847387	2.744815e-22	-2.346992e-22
-0.747786352	2.687781e-22	-2.424775e-22
-0.747725317	2.628361e-22	-2.501380e-22
-0.747664282	2.566568e-22	-2.576731e-22
-0.747603246	2.502420e-22	-2.650752e-22
-0.747542211	2.435936e-22	-2.723366e-22
-0.747481176	2.367138e-22	-2.794495e-22
-0.747420141	2.296050e-22	-2.864063e-22
-0.747359106	2.222700e-22	-2.931991e-22
-0.747298071	2.147117e-22	-2.998202e-22
-0.747237036	2.069333e-22	-3.062618e-22
-0.747176000	1.989385e-22	-3.125163e-22
-0.747114965	1.907309e-22	-3.185758e-22
-0.747053930	1.823147e-22	-3.244328e-22
-0.746992895	1.736942e-22	-3.300796e-22
-0.746931860	1.648741e-22	-3.355085e-22
-0.746870825	1.558593e-22	-3.407121e-22
-0.746809789	1.466551e-22	-3.456829e-22
-0.746748754	1.372669e-22	-3.504136e-22
-0.746687719	1.277005e-22	-3.548969e-22
-0.746626684	1.179621e-22	-3.591256e-22
-0.746565649	1.080581e-22	-3.630928e-22
-0.746504614	9.799511e-23	-3.667915e-22
-0.746443579	8.778018e-23	-3.702149e-22
-0.746382543	7.742055e-23	-3.733565e-22
-0.746321508	6.692381e-23	-3.762099e-22
-0.746260473	5.629780e-23	-3.787688e-22
-0.746199438	4.555069e-23	-3.810271e-22
-0.746138403	3.469089e-23	-3.829791e-22
-0.746077368	2.372708e-23	-3.846190e-22
-0.746016332	1.266824e-23	-3.859416e-22
-0.745955297	1.523615e-24	-3.869417e-22
-0.745894262	-9.697275e-24	-3.876144e-22
-0.745833227	-2.098467e-23	-3.879552e-22
-0.745772192	-3.232857e-23	-3.879596e-22
-0.745711157	-4.371873e-23	-3.876238e-22
-0.745650121	-5.514465e-23	-3.869440e-22
-0.745589086	-6.659560e-23	-3.859169e-22
-0.745528051	-7.806068e-23	-3.845393e-22
-0.745467016	-8.952875e-23	-3.828088e-22
-0.745405981	-1.009885e-22	-3.807228e-22
-0.745344946	-1.124284e-22	-3.782796e-22
-0.745283911	-1.238368e-22	-3.754775e-22
-0.745222875	-1.352019e-22	-3.723153e-22
-0.745161840	-1.465116e-22	-3.687925e-22
-0.745100805	-1.577540e-22	-3.649085e-22
-0.745039770	-1.689167e-22	-3.606635e-22
-0.744978735	-1.799875e-22	-3.560580e-22
-0.744917700	-1.909540e-22	-3.510931e-22
-0.744856664	-2.018036e-22	-3.457701e-22
-0.744795629	-2.125240e-22	-3.400910e-22
-0.744734594	-2.231026e-22	-3.340580e-22
-0.744673559	-2.335269e-22	-3.276741e-22
-0.744612524	-2.437842e-22	-3.209425e-22
-0.744551489	-2.538622e-22	-3.138671e-22
-0.744490454	-2.637483e-22	-3.064520e-22
-0.744429418	-2.734302e-22	-2.987021e-22
-0.744368383	-2.828955e-22	-2.906227e-22
-0.744307348	-2.921322e-22	-2.822195e-22
-0.744246313	-3.011280e-22	-2.734986e-22
-0.744185278	-3.098712e-22	-2.644670e-22
-0.744124243	-3.183500e-22	-2.551316e-22
-0.744063207	-3.265529e-22	-2.455004e-22
-0.744002172	-3.344685e-22	-2.355814e-22
-0.743941137	-3.420857e-22	-2.253832e-22
-0.743880102	-3.493938e-22	-2.149151e-22
-0.743819067	-3.563823e-22	-2.041866e-22
-0.743758032	-3.630408e-22	-1.932077e-22
-0.743696996	-3.693596e-22	-1.819890e-22
-0.743635961	-3.753289e-22	-1.705412e-22
-0.743574926	-3.809398e-22	-1.588758e-22
-0.743513891	-3.861833e-22	-1.470045e-22
-0.743452856	-3.910511e-22	-1.349394e-22
-0.743391821	-3.955352e-22	-1.226930e-22
-0.743330786	-3.996280e-22	-1.102782e-22
-0.743269750	-4.033226e-22	-9.770815e-23
-0.743208715	-4.066124e-22	-8.499647e-23
-0.743147680	-4.094913e-22	-7.215697e-23
-0.743086645	-4.119536e-22	-5.920379e-23
-0.743025610	-4.139945e-22	-4.615132e-23
-0.742964575	-4.156094e-22	-3.301422e-23
-0.742903539	-4.167944e-22	-1.980734e-23
-0.742842504	-4.175460e-22	-6.545768e-24
-0.742781469	-4.178616e-22	6.755274e-24
-0.742720434	-4.177389e-22	2.008039e-23
-0.742659399	-4.171763e-22	3.341405e-23
-0.742598364	-4.161728e-22	4.674064e-23
-0.742537329	-4.147280e-22	6.004448e-23
-0.742476293	-4.128422e-22	7.330983e-23
-0.742415258	-4.105162e-22	8.652092e-23
-0.742354223	-4.077514e-22	9.966201e-23
-0.742293188	-4.045500e-22	1.127174e-22
-0.742232153	-4.009147e-22	1.256714e-22
-0.742171118	-3.968487e-22	1.385085e-22
-0.742110082	-3.923561e-22	1.512132e-22
-0.742049047	-3.874414e-22	1.637702e-22
-0.741988012	-3.821097e-22	1.761644e-22
-0.741926977	-3.763668e-22	1.883808e-22
-0.741865942	-3.702192e-22	2.004048e-22
-0.741804907	-3.636736e-22	2.122219e-22
-0.741743871	-3.567377e-22	2.238179e-22
-0.741682836	-3.494194e-22	2.351789e-22
-0.741621801	-3.417274e-22	2.462914e-22
-0.741560766	-3.336709e-22	2.571421e-22
-0.741499731	-3.252594e-22	2.677184e-22
-0.741438696	-3.165032e-22	2.780076e-22
-0.741377661	-3.074127e-22	2.879978e-22
-0.741316625	-2.979992e-22	2.976774e-22
-0.741255590	-2.882742e-22	3.070353e-22
-0.741194555	-2.782495e-22	3.160609e-22
-0.741133520	-2.679375e-22	3.247439e-22
-0.741072485	-2.573509e-22	3.330748e-22
-0.741011450	-2.465028e-22	3.410443e-22
-0.740950414	-2.354065e-22	3.486439e-22
-0.740889379	-2.240757e-22	3.558656e-22
-0.740828344	-2.125243e-22	3.627019e-22
-0.740767309	-2.007666e-22	3.691458e-22
-0.740706274	-1.888171e-22	3.751910e-22
-0.740645239	-1.766902e-22	3.808318e-22
-0.740584204	-1.644008e-22	3.860630e-22
-0.740523168	-1.519639e-22	3.908800e-22
-0.740462133	-1.393944e-22	3.952789e-22
-0.740401098	-1.267076e-22	3.992563e-22
-0.740340063	-1.139187e-22	4.028094e-22
-0.740279028	-1.010429e-22	4.059361e-22
-0.740217993	-8.809541e-23	4.086348e-22
-0.740156957	-7.509158e-23	4.109045e-22
-0.740095922	-6.204659e-23	4.127449e-22
-0.740034887	-4.897559e-23	4.141562e-22
-0.739973852	-3.589362e-23	4.151391e-22
-0.739912817	-2.281564e-23	4.156951e-22
-0.739851782	-9.756440e-24	4.158260e-22
-0.739790746	3.269309e-24	4.155344e-22
